,Airline Name,Airports,Cities,Distance,Average Delay (min),Variance of Delays (min),Overall,Cabin,Entertainment,Wifi,Food/Beverage,Bang for Buck,Topics Extract,url,for_html
0,American Airlines Inc.,"('ABQ', 'DFW')","('Albuquerque, NM', 'Dallas/Fort Worth, TX')",569.0,6.843891402714934,2874.268091852125,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
1,American Airlines Inc.,"('ALB', 'CLT')","('Albany, NY', 'Charlotte, NC')",646.0,0.946153846153846,26.290525690525683,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
2,American Airlines Inc.,"('ANC', 'DFW')","('Anchorage, AK', 'Dallas/Fort Worth, TX')",3043.0,5.310344827586206,157.07881773399012,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
3,American Airlines Inc.,"('ANC', 'LAX')","('Anchorage, AK', 'Los Angeles, CA')",2345.0,26.517241379310345,12432.75862068965,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
4,American Airlines Inc.,"('ANC', 'PHX')","('Anchorage, AK', 'Phoenix, AZ')",2552.0,1.6,60.130337078651685,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
5,American Airlines Inc.,"('ATL', 'CLT')","('Atlanta, GA', 'Charlotte, NC')",226.0,2.703804347826087,456.6658902691513,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
6,American Airlines Inc.,"('ATL', 'DFW')","('Atlanta, GA', 'Dallas/Fort Worth, TX')",731.0,6.035612535612535,901.3753347883156,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
7,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1946.0,6.17816091954023,395.83512723407097,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
8,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1946.0,6.17816091954023,31.672229822161412,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
9,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1946.0,6.17816091954023,395.83512723407097,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
10,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1946.0,6.17816091954023,31.672229822161412,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
11,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1947.0,1.3023255813953492,395.83512723407097,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
12,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1947.0,1.3023255813953492,31.672229822161412,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
13,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1947.0,1.3023255813953492,395.83512723407097,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
14,American Airlines Inc.,"('ATL', 'LAX')","('Atlanta, GA', 'Los Angeles, CA')",1947.0,1.3023255813953492,31.672229822161412,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
15,American Airlines Inc.,"('ATL', 'LGA')","('Atlanta, GA', 'New York, NY')",762.0,3.724137931034482,142.4926108374384,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
16,American Airlines Inc.,"('ATL', 'MIA')","('Atlanta, GA', 'Miami, FL')",594.0,4.399328859060403,413.6413463494001,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
17,American Airlines Inc.,"('ATL', 'ORD')","('Atlanta, GA', 'Chicago, IL')",606.0,10.180616740088103,5349.387587228571,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
18,American Airlines Inc.,"('ATL', 'PHL')","('Atlanta, GA', 'Philadelphia, PA')",666.0,0.9895833333333334,46.828701287404364,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
19,American Airlines Inc.,"('ATL', 'PHX')","('Atlanta, GA', 'Phoenix, AZ')",1587.0,3.8212560386473435,352.07954598752406,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
20,American Airlines Inc.,"('AUS', 'CLT')","('Austin, TX', 'Charlotte, NC')",1032.0,5.551546391752577,2024.4247903423957,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
21,American Airlines Inc.,"('AUS', 'DFW')","('Austin, TX', 'Dallas/Fort Worth, TX')",190.0,6.47156605424322,1621.6837354612649,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
22,American Airlines Inc.,"('AUS', 'JFK')","('Austin, TX', 'New York, NY')",1521.0,6.747252747252747,591.3909645909645,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
23,American Airlines Inc.,"('AUS', 'LAX')","('Austin, TX', 'Los Angeles, CA')",1242.0,4.723032069970847,1140.6803744054007,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
24,American Airlines Inc.,"('AUS', 'MIA')","('Austin, TX', 'Miami, FL')",1103.0,2.108433734939759,124.488098736409,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
25,American Airlines Inc.,"('AUS', 'ORD')","('Austin, TX', 'Chicago, IL')",977.0,3.953125,898.8410560344831,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
26,American Airlines Inc.,"('AUS', 'PHL')","('Austin, TX', 'Philadelphia, PA')",1430.0,5.8375,1061.8979559748414,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
27,American Airlines Inc.,"('AUS', 'PHX')","('Austin, TX', 'Phoenix, AZ')",872.0,5.857142857142858,1549.3904761904755,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
28,American Airlines Inc.,"('BDL', 'CLT')","('Hartford, CT', 'Charlotte, NC')",644.0,1.2247422680412372,70.16219647269327,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
29,American Airlines Inc.,"('BDL', 'DCA')","('Hartford, CT', 'Washington, DC')",313.0,0.0,0.0,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
30,American Airlines Inc.,"('BDL', 'DFW')","('Hartford, CT', 'Dallas/Fort Worth, TX')",1471.0,6.668604651162791,813.2754997960016,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
31,American Airlines Inc.,"('BDL', 'LAX')","('Hartford, CT', 'Los Angeles, CA')",2527.0,3.5,213.51851851851856,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
32,American Airlines Inc.,"('BDL', 'MIA')","('Hartford, CT', 'Miami, FL')",1194.0,2.891891891891892,252.53366093366085,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
33,American Airlines Inc.,"('BDL', 'ORD')","('Hartford, CT', 'Chicago, IL')",783.0,1.3214285714285714,44.36753246753249,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
34,American Airlines Inc.,"('BDL', 'PHL')","('Hartford, CT', 'Philadelphia, PA')",196.0,1.7567567567567568,114.18918918918922,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
35,American Airlines Inc.,"('BNA', 'CLT')","('Nashville, TN', 'Charlotte, NC')",328.0,3.9093851132686086,543.6735804648424,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
36,American Airlines Inc.,"('BNA', 'DFW')","('Nashville, TN', 'Dallas/Fort Worth, TX')",631.0,6.068473609129814,1433.1810189525158,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
37,American Airlines Inc.,"('BNA', 'LAX')","('Nashville, TN', 'Los Angeles, CA')",1797.0,5.150485436893204,395.2894387875916,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
38,American Airlines Inc.,"('BNA', 'MIA')","('Nashville, TN', 'Miami, FL')",806.0,12.42696629213483,2213.8610827374864,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
39,American Airlines Inc.,"('BOI', 'DFW')","('Boise, ID', 'Dallas/Fort Worth, TX')",1272.0,13.482758620689655,1484.9729064039402,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
40,American Airlines Inc.,"('BOI', 'PHX')","('Boise, ID', 'Phoenix, AZ')",735.0,2.8602150537634414,679.6992734670148,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
41,American Airlines Inc.,"('BOS', 'CLT')","('Boston, MA', 'Charlotte, NC')",728.0,2.279357231149568,356.29067483386183,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
42,American Airlines Inc.,"('BOS', 'DCA')","('Boston, MA', 'Washington, DC')",399.0,1.3651290070367474,94.99255458037085,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
43,American Airlines Inc.,"('BOS', 'DFW')","('Boston, MA', 'Dallas/Fort Worth, TX')",1562.0,1.6540785498489423,104.80451435388107,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
44,American Airlines Inc.,"('BOS', 'JFK')","('Boston, MA', 'New York, NY')",187.0,3.0384615384615383,564.9571943208308,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
45,American Airlines Inc.,"('BOS', 'LAX')","('Boston, MA', 'Los Angeles, CA')",2611.0,2.6412556053811658,723.1339345996872,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
46,American Airlines Inc.,"('BOS', 'LGA')","('Boston, MA', 'New York, NY')",184.0,2.7984790874524714,206.7681042498001,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
47,American Airlines Inc.,"('BOS', 'MIA')","('Boston, MA', 'Miami, FL')",1258.0,3.1415094339622636,246.63506165502918,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
48,American Airlines Inc.,"('BOS', 'ORD')","('Boston, MA', 'Chicago, IL')",867.0,1.9350348027842228,134.1119186399024,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
49,American Airlines Inc.,"('BOS', 'PHL')","('Boston, MA', 'Philadelphia, PA')",280.0,1.7606490872210954,192.09087632952748,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
50,American Airlines Inc.,"('BOS', 'PHX')","('Boston, MA', 'Phoenix, AZ')",2300.0,1.8624161073825505,153.22343117980702,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
51,American Airlines Inc.,"('BUF', 'CLT')","('Buffalo, NY', 'Charlotte, NC')",546.0,2.815950920245399,443.7075601698917,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
52,American Airlines Inc.,"('BWI', 'CLT')","('Baltimore, MD', 'Charlotte, NC')",361.0,4.118361153262518,968.0285225380632,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
53,American Airlines Inc.,"('BWI', 'DFW')","('Baltimore, MD', 'Dallas/Fort Worth, TX')",1217.0,6.054131054131053,1402.3599185999185,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
54,American Airlines Inc.,"('BWI', 'MIA')","('Baltimore, MD', 'Miami, FL')",946.0,4.484375,601.497794117647,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
55,American Airlines Inc.,"('BWI', 'ORD')","('Baltimore, MD', 'Chicago, IL')",622.0,20.592592592592588,11449.48148148148,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
56,American Airlines Inc.,"('BWI', 'PHX')","('Baltimore, MD', 'Phoenix, AZ')",1999.0,3.840579710144928,380.46475306036314,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
57,American Airlines Inc.,"('CHS', 'CLT')","('Charleston, SC', 'Charlotte, NC')",168.0,0.7461538461538462,70.88855098389982,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
58,American Airlines Inc.,"('CHS', 'PHL')","('Charleston, SC', 'Philadelphia, PA')",550.0,0.8076923076923077,15.36153846153846,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
59,American Airlines Inc.,"('CLE', 'CLT')","('Cleveland, OH', 'Charlotte, NC')",430.0,0.20318725099601595,4.010549800796815,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
60,American Airlines Inc.,"('CLE', 'DFW')","('Cleveland, OH', 'Dallas/Fort Worth, TX')",1021.0,2.6570605187319885,306.85604104546013,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
61,American Airlines Inc.,"('CLE', 'PHX')","('Cleveland, OH', 'Phoenix, AZ')",1737.0,0.0,0.0,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
62,American Airlines Inc.,"('CLT', 'ALB')","('Charlotte, NC', 'Albany, NY')",646.0,3.4346153846153844,178.46288981288987,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
63,American Airlines Inc.,"('CLT', 'ATL')","('Charlotte, NC', 'Atlanta, GA')",226.0,6.0503401360544204,542.287653153905,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
64,American Airlines Inc.,"('CLT', 'AUS')","('Charlotte, NC', 'Austin, TX')",1032.0,3.8350515463917527,283.3819774584693,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
65,American Airlines Inc.,"('CLT', 'BDL')","('Charlotte, NC', 'Hartford, CT')",644.0,4.454545454545454,280.31469979296065,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
66,American Airlines Inc.,"('CLT', 'BNA')","('Charlotte, NC', 'Nashville, TN')",328.0,5.15210355987055,531.7332828983313,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
67,American Airlines Inc.,"('CLT', 'BOS')","('Charlotte, NC', 'Boston, MA')",728.0,3.25,265.32032218091723,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats",<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>,"('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png>', 'long haul, missed connecting, lie flat seats')"
