,Airline Name,Airports,Cities,Distance,Average Delay (min),Variance of Delays (min),Overall,Cabin,Entertainment,Wifi,Food/Beverage,Bang for Buck,Topics Extract,url,for_html
62,American Airlines Inc.,"('CLT', 'ALB')","('Charlotte, NC', 'Albany, NY')",646,3.4,178.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
63,American Airlines Inc.,"('CLT', 'ATL')","('Charlotte, NC', 'Atlanta, GA')",226,6.1,542.3,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
64,American Airlines Inc.,"('CLT', 'AUS')","('Charlotte, NC', 'Austin, TX')",1032,3.8,283.4,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
65,American Airlines Inc.,"('CLT', 'BDL')","('Charlotte, NC', 'Hartford, CT')",644,4.5,280.3,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
66,American Airlines Inc.,"('CLT', 'BNA')","('Charlotte, NC', 'Nashville, TN')",328,5.2,531.7,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
67,American Airlines Inc.,"('CLT', 'BOS')","('Charlotte, NC', 'Boston, MA')",728,3.2,265.3,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
68,American Airlines Inc.,"('CLT', 'BUF')","('Charlotte, NC', 'Buffalo, NY')",546,3.8,316.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
69,American Airlines Inc.,"('CLT', 'BWI')","('Charlotte, NC', 'Baltimore, MD')",361,5.9,628.9,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
70,American Airlines Inc.,"('CLT', 'CHS')","('Charlotte, NC', 'Charleston, SC')",168,2.1,133.9,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
71,American Airlines Inc.,"('CLT', 'CLE')","('Charlotte, NC', 'Cleveland, OH')",430,4.2,538.7,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
72,American Airlines Inc.,"('CLT', 'DCA')","('Charlotte, NC', 'Washington, DC')",331,4.7,495.2,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
73,American Airlines Inc.,"('CLT', 'DEN')","('Charlotte, NC', 'Denver, CO')",1337,6.5,592.4,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
74,American Airlines Inc.,"('CLT', 'DFW')","('Charlotte, NC', 'Dallas/Fort Worth, TX')",936,5.3,715.1,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
75,American Airlines Inc.,"('CLT', 'DTW')","('Charlotte, NC', 'Detroit, MI')",500,3.8,218.9,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
76,American Airlines Inc.,"('CLT', 'EWR')","('Charlotte, NC', 'Newark, NJ')",529,6.8,2638.9,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
77,American Airlines Inc.,"('CLT', 'FLL')","('Charlotte, NC', 'Fort Lauderdale, FL')",632,4.2,358.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
78,American Airlines Inc.,"('CLT', 'IAH')","('Charlotte, NC', 'Houston, TX')",912,6.1,2017.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
79,American Airlines Inc.,"('CLT', 'ILM')","('Charlotte, NC', 'Wilmington, NC')",185,10.0,1217.9,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
80,American Airlines Inc.,"('CLT', 'IND')","('Charlotte, NC', 'Indianapolis, IN')",427,2.0,77.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
81,American Airlines Inc.,"('CLT', 'JAX')","('Charlotte, NC', 'Jacksonville, FL')",328,4.3,325.6,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
82,American Airlines Inc.,"('CLT', 'JFK')","('Charlotte, NC', 'New York, NY')",541,14.7,7977.6,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
83,American Airlines Inc.,"('CLT', 'LAS')","('Charlotte, NC', 'Las Vegas, NV')",1916,4.1,313.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
84,American Airlines Inc.,"('CLT', 'LAX')","('Charlotte, NC', 'Los Angeles, CA')",2125,5.1,317.2,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
85,American Airlines Inc.,"('CLT', 'LGA')","('Charlotte, NC', 'New York, NY')",544,3.5,194.7,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
86,American Airlines Inc.,"('CLT', 'MCI')","('Charlotte, NC', 'Kansas City, MO')",808,3.8,291.2,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
87,American Airlines Inc.,"('CLT', 'MCO')","('Charlotte, NC', 'Orlando, FL')",468,4.8,419.2,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
88,American Airlines Inc.,"('CLT', 'MDT')","('Charlotte, NC', 'Harrisburg, PA')",413,10.0,909.8,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
89,American Airlines Inc.,"('CLT', 'MEM')","('Charlotte, NC', 'Memphis, TN')",511,5.2,521.0,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
90,American Airlines Inc.,"('CLT', 'MIA')","('Charlotte, NC', 'Miami, FL')",650,3.9,311.3,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
91,American Airlines Inc.,"('CLT', 'MSP')","('Charlotte, NC', 'Minneapolis, MN')",930,6.0,493.6,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
92,American Airlines Inc.,"('CLT', 'MSY')","('Charlotte, NC', 'New Orleans, LA')",651,4.5,566.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
93,American Airlines Inc.,"('CLT', 'ORD')","('Charlotte, NC', 'Chicago, IL')",599,6.0,964.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
94,American Airlines Inc.,"('CLT', 'ORF')","('Charlotte, NC', 'Norfolk, VA')",290,6.5,959.4,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
95,American Airlines Inc.,"('CLT', 'PBI')","('Charlotte, NC', 'West Palm Beach/Palm Beach, FL')",590,5.4,393.1,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
96,American Airlines Inc.,"('CLT', 'PDX')","('Charlotte, NC', 'Portland, OR')",2282,1.6,22.2,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
97,American Airlines Inc.,"('CLT', 'PHL')","('Charlotte, NC', 'Philadelphia, PA')",449,3.7,258.1,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
98,American Airlines Inc.,"('CLT', 'PHX')","('Charlotte, NC', 'Phoenix, AZ')",1773,5.2,461.4,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
99,American Airlines Inc.,"('CLT', 'PIT')","('Charlotte, NC', 'Pittsburgh, PA')",366,3.2,214.2,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
100,American Airlines Inc.,"('CLT', 'PVD')","('Charlotte, NC', 'Providence, RI')",683,4.3,274.5,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
101,American Airlines Inc.,"('CLT', 'PWM')","('Charlotte, NC', 'Portland, ME')",813,6.3,710.1,3.7,2.5,2.0,1.9,2.3,2.4,"long haul, missed connecting, lie flat seats","<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">","('<img src=http://crushed.com/wp-content/uploads/2014/04/american_airlines.png""style=width: 80%; height: 80%/"">', 'long haul, missed connecting, lie flat seats')"
